Unique Key,CreatedDate,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32307385,12/31/15 23:15,1/1/16 0:30,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11364,74-01 220 STREET,220 STREET,74 AVENUE,75 AVENUE,,,ADDRESS,OAKLAND GARDENS,,Precinct,Closed,1/1/16 7:15,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 0:30,11 QUEENS,QUEENS,1052340,209214,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7406586,-73.75428651,"(40.74065860247943, -73.75428650696801)"
32308874,12/31/15 23:15,1/1/16 2:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,1 JACOBUS PLACE,JACOBUS PLACE,WEST 225 STREET,FT CHARLES PLACE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:15,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 2:45,08 MANHATTAN,MANHATTAN,1008544,258129,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8751454,-73.91215405,"(40.875145400143914, -73.91215405363715)"
32309678,12/31/15 23:16,1/1/16 0:42,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11432,85-44 SOMERSET STREET,SOMERSET STREET,CAMBRIDGE ROAD,HENLEY ROAD,,,ADDRESS,JAMAICA,,Precinct,Closed,1/1/16 7:16,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:42,08 QUEENS,QUEENS,1045119,201216,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71875876,-73.78041686,"(40.71875876460167, -73.78041685688542)"
32308081,12/31/15 23:18,1/1/16 9:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1471 WATSON AVENUE,WATSON AVENUE,COLGATE AVENUE,EVERGREEN AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:18,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 9:05,09 BRONX,BRONX,1017167,240126,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8257046,-73.88106212,"(40.82570459552015, -73.88106211863997)"
32308123,12/31/15 23:18,1/1/16 1:30,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,286 SOUTH STREET,SOUTH STREET,CLINTON STREET,F D R DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:18,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:30,03 MANHATTAN,MANHATTAN,987973,198123,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71047784,-73.98657107,"(40.7104778366638, -73.98657106854841)"
32308884,12/31/15 23:18,1/1/16 3:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10306,PENN AVENUE,PENN AVENUE,FALCON AVENUE,EVA AVENUE,,,BLOCKFACE,STATEN ISLAND,,Precinct,Closed,1/1/16 7:18,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:11,03 STATEN ISLAND,STATEN ISLAND,952613,143832,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56140499,-74.11386065,"(40.561404985129776, -74.11386065224218)"
32305989,12/31/15 23:19,1/1/16 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11229,2566 OCEAN AVENUE,OCEAN AVENUE,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:19,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 0:13,15 BROOKLYN,BROOKLYN,997774,157429,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59877218,-73.95130029,"(40.59877218275502, -73.95130028536329)"
32308054,12/31/15 23:21,1/1/16 1:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,216 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:21,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 1:55,02 BROOKLYN,BROOKLYN,988582,191245,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69159906,-73.98437882,"(40.691599059545375, -73.98437881826075)"
32309596,12/31/15 23:22,1/1/16 0:44,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1222 BOSTON ROAD,BOSTON ROAD,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:22,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:44,03 BRONX,BRONX,1011437,241674,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82997291,-73.90175984,"(40.82997290640319, -73.90175984148881)"
32310297,12/31/15 23:22,1/1/16 1:22,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,95 HALSEY STREET,HALSEY STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:22,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:22,03 BROOKLYN,BROOKLYN,998292,187704,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68186975,-73.94937197,"(40.68186974794423, -73.94937196628798)"
32307989,12/31/15 23:23,1/1/16 7:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10308,12 TERESA LANE,TERESA LANE,GIFFORDS LANE,DEAD END,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/16 7:23,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 7:39,03 STATEN ISLAND,STATEN ISLAND,941249,143502,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56045137,-74.15475719,"(40.560451374512105, -74.15475718901419)"
32305221,12/31/15 23:23,1/1/16 0:25,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,135 WEST 132 STREET,WEST 132 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:25,10 MANHATTAN,MANHATTAN,999926,235362,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81267619,-73.94336954,"(40.81267618534173, -73.94336954152693)"
32307978,12/31/15 23:24,1/1/16 1:30,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10471,6211 BROADWAY,BROADWAY,WEST 251 STREET,WEST 252 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:24,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:30,08 BRONX,BRONX,1012781,265876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.89639579,-73.89680027,"(40.896395792492356, -73.89680027435357)"
32306003,12/31/15 23:24,1/1/16 0:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11361,,,,,203 STREET,34 AVENUE,INTERSECTION,BAYSIDE,,Precinct,Closed,1/1/16 7:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:16,11 QUEENS,QUEENS,1043766,218959,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76746793,-73.78514075,"(40.7674679282645, -73.78514074767348)"
32308850,12/31/15 23:25,1/1/16 1:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,216 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 1:55,02 BROOKLYN,BROOKLYN,988582,191245,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69159906,-73.98437882,"(40.691599059545375, -73.98437881826075)"
32308923,12/31/15 23:25,1/1/16 0:54,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,65 SEAMAN AVENUE,SEAMAN AVENUE,ACADEMY STREET,WEST 204 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:25,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 0:54,12 MANHATTAN,MANHATTAN,1004852,255490,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86791155,-73.92551226,"(40.86791154620694, -73.92551225709643)"
32307400,12/31/15 23:26,1/1/16 1:43,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,538 GRAHAM AVENUE,GRAHAM AVENUE,NEWTON STREET,ENGERT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:26,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:43,01 BROOKLYN,BROOKLYN,998969,202097,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72137405,-73.94689961,"(40.72137405357431, -73.94689960527715)"
32305916,12/31/15 23:26,12/31/15 23:53,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10031,452 WEST 147 STREET,WEST 147 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:26,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/15 23:53,09 MANHATTAN,MANHATTAN,999288,240253,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82610171,-73.94566339,"(40.826101709196, -73.94566339279595)"
32305696,12/31/15 23:27,1/1/16 12:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,25-14-25-1 14TH PLACE,14TH PLACE,,,,,,,,Precinct,Closed,1/1/16 7:27,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 12:17,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32305927,12/31/15 23:28,1/1/16 1:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10007,55 WARREN STREET,WARREN STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:28,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,1/1/16 1:13,01 MANHATTAN,MANHATTAN,981696,199670,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7147244,-74.00921291,"(40.71472439784958, -74.00921291324305)"
32309652,12/31/15 23:29,1/1/16 0:55,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,1795 RIVERSIDE DRIVE,RIVERSIDE DRIVE,HENSHAW STREET,PAYSON AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:29,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:55,12 MANHATTAN,MANHATTAN,1003505,254932,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86638305,-73.93038402,"(40.86638304745929, -73.93038401605995)"
32308169,12/31/15 23:29,12/31/15 23:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,155 RIDGE STREET,RIDGE STREET,STANTON STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:29,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/15 23:56,03 MANHATTAN,MANHATTAN,989101,201714,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72033373,-73.98249976,"(40.72033372596076, -73.98249976357808)"
32307308,12/31/15 23:29,1/1/16 0:42,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11432,85-44 SOMERSET STREET,SOMERSET STREET,CAMBRIDGE ROAD,HENLEY ROAD,,,ADDRESS,JAMAICA,,Precinct,Closed,1/1/16 7:29,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:42,08 QUEENS,QUEENS,1045119,201216,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71875876,-73.78041686,"(40.71875876460167, -73.78041685688542)"
32305270,12/31/15 23:29,1/3/16 16:23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,711 EAST 231 STREET,EAST 231 STREET,WHITE PLAINS ROAD,BARNES AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:29,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/3/16 16:23,12 BRONX,BRONX,1023652,264235,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.89184993,-73.8574884,"(40.891849926049524, -73.85748840322964)"
32306609,12/31/15 23:29,1/1/16 14:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2031 MORRIS AVENUE,MORRIS AVENUE,EAST 179 STREET,EAST BURNSIDE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:29,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 14:04,05 BRONX,BRONX,1010204,249889,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85252438,-73.90618349,"(40.852524381107024, -73.9061834880534)"
32307407,12/31/15 23:31,1/1/16 2:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1342 BERGEN STREET,BERGEN STREET,REVERE PLACE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:31,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 2:20,08 BROOKLYN,BROOKLYN,1000852,185405,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67555508,-73.94014762,"(40.67555508350679, -73.9401476249618)"
32305232,12/31/15 23:31,1/1/16 1:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,514 WEST 136 STREET,WEST 136 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:31,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 1:45,09 MANHATTAN,MANHATTAN,997415,237975,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81985224,-73.95243555,"(40.819852235722664, -73.95243554697535)"
32309570,12/31/15 23:31,1/1/16 1:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,WEST 99 STREET,WEST 99 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,1/1/16 7:31,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 1:12,07 MANHATTAN,MANHATTAN,991827,229843,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79753871,-73.97263387,"(40.797538709133306, -73.97263387417796)"
32307256,12/31/15 23:31,1/1/16 1:30,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,286 SOUTH STREET,SOUTH STREET,CLINTON STREET,F D R DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:31,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:30,03 MANHATTAN,MANHATTAN,987973,198123,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71047784,-73.98657107,"(40.7104778366638, -73.98657106854841)"
32306588,12/31/15 23:32,1/1/16 1:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,1914 PACIFIC STREET,PACIFIC STREET,BUFFALO AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:32,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 1:29,08 BROOKLYN,BROOKLYN,1005534,185643,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67619832,-73.92326766,"(40.67619832076751, -73.9232676604765)"
32305936,12/31/15 23:32,1/1/16 2:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215,95 15 STREET,15 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 2:45,06 BROOKLYN,BROOKLYN,986070,182491,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66757219,-73.99343945,"(40.6675721870074, -73.99343944844131)"
32307421,12/31/15 23:33,1/1/16 7:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10308,12 TERESA LANE,TERESA LANE,GIFFORDS LANE,DEAD END,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/16 7:33,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 7:39,03 STATEN ISLAND,STATEN ISLAND,941249,143502,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56045137,-74.15475719,"(40.560451374512105, -74.15475718901419)"
32307233,12/31/15 23:34,1/1/16 0:50,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11234,3622 QUENTIN ROAD,QUENTIN ROAD,EAST 36 STREET,EAST 37 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:34,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 0:50,18 BROOKLYN,BROOKLYN,1001861,163265,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61478363,-73.93656785,"(40.61478362623815, -73.93656784825214)"
32308893,12/31/15 23:35,1/1/16 6:00,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,80-55 88 ROAD,88 ROAD,80 STREET,85 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,1/1/16 7:35,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 6:00,09 QUEENS,QUEENS,1023162,190554,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68961794,-73.85968753,"(40.689617944702256, -73.85968752993861)"
32306691,12/31/15 23:35,12/31/15 23:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,254 BROOME STREET,BROOME STREET,LUDLOW STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:35,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,12/31/15 23:56,03 MANHATTAN,MANHATTAN,987032,200882,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71805098,-73.98996413,"(40.718050978731746, -73.98996413316362)"
32310302,12/31/15 23:38,1/1/16 4:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035,2052 MADISON AVENUE,MADISON AVENUE,EAST 129 STREET,EAST 130 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:38,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:05,11 MANHATTAN,MANHATTAN,1001282,233927,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.808735,-73.93847456,"(40.808734999717025, -73.93847455557638)"
32307968,12/31/15 23:39,1/1/16 2:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,45 ALLEN STREET,ALLEN STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:39,The Police Department responded to the complaint and a report was prepared.,1/1/16 2:29,03 MANHATTAN,MANHATTAN,986547,200355,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71660463,-73.99171392,"(40.716604629384705, -73.99171391593737)"
32308160,12/31/15 23:40,1/1/16 1:47,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,423 WEST 45 STREET,WEST 45 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:40,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 1:47,04 MANHATTAN,MANHATTAN,986423,216440,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.760754,-73.99215603,"(40.76075399672608, -73.99215603156576)"
32308195,12/31/15 23:40,1/1/16 0:28,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,264 WEST 118 STREET,WEST 118 STREET,ST NICHOLAS AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 7:40,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 0:28,10 MANHATTAN,MANHATTAN,997164,232661,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80526716,-73.95335262,"(40.80526715877265, -73.9533526205901)"
32306617,12/31/15 23:40,1/1/16 2:37,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234,2192 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST 46 STREET,AVENUE O,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 7:40,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:37,18 BROOKLYN,BROOKLYN,1003628,163910,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61655033,-73.93020153,"(40.61655032892211, -73.93020153359745)"
32307465,12/31/15 23:41,1/1/16 7:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1279 MORRIS AVENUE,MORRIS AVENUE,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:41,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:27,04 BRONX,BRONX,1008298,243498,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83498836,-73.91309606,"(40.83498836390913, -73.91309606358962)"
32306682,12/31/15 23:41,1/1/16 7:47,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,2536 WILLIAMSBDG ROAD,WILLIAMSBDG ROAD,PAULDING AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 7:41,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:47,11 BRONX,BRONX,1023376,254076,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86396788,-73.85854599,"(40.863967880229616, -73.85854598991818)"
